registroId,cod_est,raz_soc,subregion,red,microred,notifica,tipo,nivel,renaes,categoria,estado,insti_rn,ubigeo_rn
799,110403A201,C.S. RIO GRANDE,11,04,11,S,A,2,00003459,I-3,1,7,110403
800,110403A301,P.S. LA ISLA,11,04,11,S,A,3,00003465,I-2,1,7,110403
801,110403A310,P.S. PAMPA BLANCA,11,04,11,S,A,3,00003466,I-1,1,7,110403
802,110403A311,P.S. SAN JACINTO,11,01,07,N,A,3,00006678,S/C,2,7,110401
803,110403A312,P.S. PALMAR,11,04,11,S,A,3,00003467,I-1,1,7,110403
804,110403A340,P.S. EL CARMEN - PALPA,11,04,11,S,A,3,00003470,I-1,1,7,110404
805,110404A303,P.S. SANTA CRUZ - PALPA,11,04,11,N,A,3,00003468,I-1,1,7,110404
806,110404A304,P.S. SAN FRANCISCO,11,04,11,N,A,3,00003469,I-2,1,7,110404
807,110405A305,P.S. TIBILLO,11,04,11,N,A,3,00003471,I-2,1,7,110405
842,110501A101,HOSPITAL SAN JUAN DE DIOS DE PISCO,11,06,15,S,A,1,00003472,II-1,1,7,110501
9406,110501A179,YACHT CLUB PERUANO,77,01,06,N,A,3,999999,I-1,2,1,110501
6832,110501A201,C.S. SAN JUAN DE DIOS,11,05,12,S,A,2,00017023,I-3,1,7,110501
868,110501A204,C.S. SAN MIGUEL,11,05,14,S,A,2,00003479,I-3,1,7,110501
15644,110501A205,CENTRO DE SALUD MENTAL COMUNITARIO SEÑOR DE LA AGONÍA,11,07,16,N,A,2,.,I-3,1,7,110501
843,110501A314,P.S. SAN MARTIN DE PORRES - PISCO,11,05,12,S,A,3,00003480,I-2,1,7,110501
844,110501A315,P.S. LA ESPERANZA,11,05,12,S,A,3,00016773,I-2,1,7,110506
845,110501C101,HOSPITAL ESSALUD ALBERTO SKRABONJA,11,08,17,N,C,1,00014147,II-1,1,2,110501
846,110501D201,SANIDAD FAP PISCO,11,09,18,N,D,3,00010553,I-3,1,4,110506
9159,110501D301,POSTA MEDICA PNP PISCO,11,09,18,N,D,3,00011400,I-2,1,5,110501
9992,110501X201,SERVICIOS MEDICOS INTEGRALES FAMISALUD S.A.C.,11,05,99,N,X,2,00027173,II-1,1,10,110501
11040,110501X202,S.G. NATCLAR SAC,11,05,99,N,X,2,00018415,I-3,1,10,110501
11041,110501X203,LAB DE ANALISIS CLINICOS MILAGRITOS EIRL,11,05,99,N,X,2,00011277,S/C,1,10,110501
16033,110501X204,CENSEMI SAC,11,05,99,N,X,2,00030192,S/C,1,10,110501
847,110502A304,P.S. HUANCANO,11,05,13,S,A,3,00003481,I-2,1,7,110502
848,110502A316,P.S. PAMPANO,11,05,13,S,A,3,00003482,I-1,1,7,110502
849,110503A205,C.S. HUMAY,11,05,13,S,A,2,00003473,I-3,1,7,110503
850,110503A306,P.S. CUCHILLA VIEJA,11,05,14,S,A,3,00003483,I-1,1,7,110503
851,110503A308,P.S. BERNALES,11,05,13,S,A,3,00003484,I-2,1,7,110503
858,110503A313,P.S. LOS PARACAS,11,05,13,S,A,3,00003485,I-2,1,7,110503
852,110504A206,C.S. INDEPENDENCIA,11,05,13,S,A,2,00003474,I-3,1,7,110504
853,110504A301,P.S. CABEZA DE TORO LATERAL - 4,11,05,13,S,A,3,00003486,I-2,1,7,110504
854,110504A302,P.S. DOS PALMAS,11,05,13,S,A,3,00003487,I-2,1,7,110504
855,110504A305,P.S. SAN JOSE DE CONDOR / JOSE OLAYA,11,05,13,S,A,3,00003490,I-2,1,7,110504
856,110504A311,P.S. CABEZA DE TORO LATERAL - 5,11,05,13,S,A,3,00003488,I-2,1,7,110504
857,110504A312,P.S. TOMA DE LEON,11,05,13,S,A,3,00003489,I-2,1,7,110504
9697,110504D301,EJERCITO PERUANO,11,09,18,N,D,3,00025542,I-1,1,3,110504
10477,110504X301,MEYLAB,11,05,99,N,X,3,00025028,S/C,1,10,110504
859,110505A207,C.S. PARACAS,11,05,12,S,A,2,00003475,I-3,1,7,110505
860,110505A303,P.S. SANTA CRUZ - PISCO,11,05,14,S,A,3,00003491,I-2,1,7,110505
861,110505A310,P.S. LAGUNA GRANDE,11,05,12,N,A,3,00003492,I-1,1,7,110505
862,110506A201,C.S. SAN ANDRES,11,05,12,S,A,2,00003476,I-3,1,7,110506
863,110507A203,C.S. SAN CLEMENTE,11,05,13,S,A,2,00003477,I-3,1,7,110507
864,110507A317,P.S. CAMACHO,11,05,13,N,A,3,00006677,I-1,1,7,110507
865,110507C301,P.M. ESSALUD SAN CLEMENTE,11,08,17,N,C,2,00012022,I-4,1,2,110507
866,110508A202,C.S. TUPAC AMARU,11,05,14,S,A,2,00003478,I-4,1,7,110508
867,110508A203,C.S. CASALLA,11,05,14,S,A,2,00003493,I-3,1,7,110508
9452,110508A204,CENTRO DE SALUD MENTAL COMUNITARIO  TUPAC AMARU,11,07,16,N,A,2,00025933,S/C,1,7,110508
869,110508C301,P.M. ESSALUD TUPAC AMARU,11,08,17,N,C,2,00011969,I-3,1,2,110508
870,120101A101,HOSP. REG. DOC. CLI. QUIR. DANIEL ALCIDES CARRION - HYO.,12,10,00,S,A,1,00000753,III-E,1,7,120101
960,120101A102,HOSP. REG. DOC. MATER. INFANT. EL CARMEN - HYO.,12,11,00,S,A,1,00006615,III-E,1,7,120101
961,120101A201,C.S. LA LIBERTAD,12,01,07,S,A,2,00000727,I-4,1,7,120101
15352,120101A202,CENTRO DE SALUD MENTAL COMUNITARIO HUANCAYO,12,01,07,S,A,2,00034717,I-3,1,7,120101
962,120101A301,P.S. OCOPILLA,12,01,07,S,A,2,00000728,I-3,1,7,120101
963,120101A302,P.S. UÑAS,12,01,07,S,A,3,00000729,I-2,1,7,120101
964,120101A303,P.S. VILCACOTO,12,01,07,S,A,3,00000730,I-2,1,7,120101
965,120101A304,P.S. PALIAN,12,01,07,S,A,3,00000731,I-2,1,7,120101
966,120101A305,P.S. SAN FRANCISCO,12,01,07,S,A,3,00000732,I-2,1,7,120101
4442,120101A306,P.S. ACOPALCA,12,01,07,S,A,3,00015905,I-1,1,7,120101
4437,120101C201,CAP III MANTARO - ESSALUD,12,01,07,S,C,2,00012190,I-3,1,2,120101
967,120101D202,POLICLINICO POLICIAL HUANCAYO ENRIQUE TORRES GONZALES,12,01,07,S,D,2,00010710,I-3,1,5,120101
9698,120101D301,MILITAR N° 31 CHILCA,12,99,01,N,D,3,00009405,I-3,1,3,120101
4427,120101X103,CLINICA ORTEGA - HUANCAYO,12,01,07,S,X,1,00008858,II-1,1,10,120101
15994,120101X104,CLINICA SALAZAR,12,01,07,S,X,1,00024425,II-E,1,10,120101
10190,120101X209,LABORATORIO DE REFERENCIA REGIONAL JUNIN,12,01,05,N,X,2,00010952,S/C,2,10,120101
968,120104A301,P.S. CARHUACALLANGA,12,09,05,S,A,3,00000693,I-1,1,7,120104
969,120105A301,P.S. CHACAPAMPA,12,09,05,S,A,3,00000694,I-1,1,7,120105
970,120105A302,P.S. HUACAN,12,09,05,S,A,3,00000695,I-1,1,7,120105
971,120105A303,P.S. LOS ANGELES,12,09,05,S,A,3,00000696,I-1,1,7,120105
972,120106A301,P.S. CHICCHE,12,09,05,S,A,3,00000697,I-1,1,7,120106
973,120106A302,P.S. VISTA ALEGRE,12,09,05,S,A,3,00000698,I-1,1,7,120106
974,120106A303,P.S. YANA YANA,12,09,05,S,A,3,00000699,I-1,1,7,120106
872,120107A201,C.S. CHILCA,12,01,06,S,A,2,00000608,I-4,1,7,120107
15340,120107A202,CENTRO DE SALUD MENTAL COMUNITARIO CHILCA,12,01,06,S,A,2,00028947,I-3,1,7,120107
873,120107A301,P.S. AZAPAMPA,12,01,06,S,A,3,00000609,I-2,1,7,120107
874,120107A302,P.S. AUQUIMARCA,12,01,06,S,A,2,00000610,I-3,1,7,120107
875,120107A303,P.S. LA ESPERANZA,12,01,06,S,A,3,00000611,I-2,1,7,120107
4436,120107C201,CAP II CHILCA - ESSALUD,12,01,06,S,C,2,00012188,I-3,1,2,120107
975,120108A201,C.S. CHONGOS ALTO,12,09,05,S,A,2,00000700,I-3,1,7,120108
976,120111A301,P.S. CHUPURO,12,01,06,S,A,3,00000612,I-2,1,7,120111
977,120111A302,P.S. CARHUAPACCHA,12,01,06,S,A,3,00000613,I-1,1,7,120111
978,120111A303,P.S. SOCOS,12,01,06,S,A,3,00000614,I-1,1,7,120111
979,120112A301,P.S. COLCA,12,09,05,S,A,3,00000701,I-2,1,7,120112
980,120112A302,P.S. SANTA CRUZ DE LARIA,12,01,06,S,A,3,00000702,I-1,1,7,120112
876,120113A301,P.S. CULLHUAS,12,01,06,S,A,3,00000615,I-2,1,7,120113
877,120113A302,P.S. PIHUAS,12,01,06,S,A,3,00000616,I-1,1,7,120113
878,120113A303,P.S. RETAMA BAJA,12,01,06,S,A,3,00000617,I-1,1,7,120113
879,120113A304,P.S. RETAMA CENTRO,12,01,06,S,A,3,00000618,S/C,2,7,120113
4414,120113A305,P.S. CHUAMBA,12,01,06,S,A,3,00012469,I-1,1,7,120113
880,120114A201,C.S. MATERNO INFANTIL EL TAMBO,12,01,05,N,A,2,00024232,I-4,2,1,120114
881,120114A202,C.S. JUSTICIA PAZ Y VIDA,12,01,05,S,A,2,00000705,I-4,1,1,120114
15334,120114A203,CENTRO DE SALUD MENTAL COMUNITARIO VALLE DEL MANTARO,12,01,05,S,A,2,00027736,I-3,1,7,120114
882,120114A301,P.S. CULLPA,12,01,05,S,A,3,00000733,I-1,1,7,120114
883,120114A302,P.S. SAÑOS GRANDE,12,01,05,S,A,3,00000706,I-1,1,7,120114
884,120114A303,C.S. SAN MARTIN,12,01,05,S,A,2,00000707,I-3,1,7,120114
885,120114A304,P.S. PACCHA,12,01,05,S,A,3,00000708,I-1,1,7,120114
886,120114A305,P.S. UMUTO,12,01,05,S,A,3,00000709,I-1,1,7,120114
887,120114A306,P.S. COCHAS GRANDE,12,01,05,S,A,3,00000734,I-1,1,7,120114
888,120114A307,P.S. COCHAS CHICO,12,01,05,S,A,3,00000735,I-2,1,7,120114
889,120114A308,P.S. INCHO,12,01,05,S,A,3,00000710,I-1,1,7,120114
890,120114A309,P.S. SAÑOS CHICO,12,01,05,S,A,3,00000711,I-1,1,7,120114
891,120114A310,P.S. AZA,12,01,05,S,A,3,00000712,I-1,1,7,120114
892,120114A311,P.S. BATANYACU,12,01,05,S,A,3,00000713,I-2,1,7,120114
893,120114A312,C.S. JUAN PARRA DEL RIEGO,12,01,05,S,A,2,00000714,I-3,1,7,120114
894,120114A313,P.S. RAMIRO PRIALE,12,01,05,S,A,3,00000715,I-1,1,7,120114
895,120114A314,P.S. HUALAOYO,12,01,05,S,A,3,00000716,I-1,1,7,120114
896,120114A315,P.S. LA VICTORIA,12,01,05,S,A,3,00000717,I-1,1,7,120114
6863,120114A316,P.S. 1RO DE MAYO,12,01,05,S,A,3,00018190,I-1,1,7,120114
871,120114C101,HOSP. NAC. RAMIRO PRIALE PRIALE HUANCAYO -  ESSALUD,12,01,05,S,C,1,00008652,II-E,1,2,120114
4438,120114C201,POL. METROPOLITANO HUANCAYO - ESSALUD,12,01,05,S,C,2,00008660,I-4,1,2,120114
4420,120114X102,CLINICA CONFIA SALUD - HUANCAYO,12,01,05,S,X,1,00008024,II-1,1,10,120114
897,120116A301,P.S. HUACRAPUQUIO,12,01,06,S,A,3,00000619,I-2,1,7,120116
898,120117A301,P.S. HUALHUAS,12,01,05,S,A,3,00000718,I-2,1,7,120117
899,120119A301,P.S. HUANCAN,12,01,06,S,A,2,00000620,I-3,1,7,120119
900,120119A302,P.S. HUARI,12,01,06,S,A,3,00000621,I-2,1,7,120119
981,120120A301,P.S. HUASICANCHA,12,09,05,S,A,3,00000703,I-1,1,7,120120
901,120121A201,C.S. HUAYUCACHI,12,01,06,S,A,2,00000622,I-3,1,7,120121
902,120121A301,P.S. HUAMANMARCA,12,01,06,S,A,3,00000623,I-1,1,7,120121
904,120122A301,P.S. INGENIO,12,01,02,S,A,3,00000663,I-2,1,7,120122
903,120122A302,P.S. CASACANCHA,12,01,02,S,A,3,00000664,I-1,1,7,120122
905,120124A201,C.S. PARIAHUANCA,12,01,07,S,A,3,00000736,I-2,1,7,120124
906,120124A202,C.S. LAMPA,12,01,07,S,A,3,00000737,I-2,1,7,120124
907,120124A301,P.S. PANTY,12,01,07,S,A,3,00000738,I-1,1,7,120124
908,120124A302,P.S. SAN BALVIN,12,01,07,S,A,3,00000739,I-2,1,7,120124
909,120124A304,P.S. ANTARPA,12,01,07,S,A,3,00000740,I-1,1,7,120124
910,120124A306,P.S. CEDRUYO,12,01,07,S,A,3,00000741,I-1,1,7,120124
911,120124A307,P.S. LLACSAPIRCA,12,01,07,S,A,3,00000742,I-2,1,7,120124
912,120124A308,P.S. ROCCHAC,12,01,07,S,A,3,00000743,I-1,1,7,120124
4415,120124A309,P.S. HUAYCHULA,12,01,07,S,A,3,00012471,I-1,1,7,120124
4421,120124A310,P.S. NUEVO OCCORO,12,01,07,S,A,3,00015577,I-1,1,7,120124
982,120125A301,C.S. PILCOMAYO,12,01,05,S,A,2,00000719,I-3,1,7,120125
9618,120125D301,POSTA MEDICA EEST - PILCOMAYO PNP HUANCAYO,12,01,05,S,D,3,00025776,I-2,2,5,120125
913,120126A201,C.S. PUCARA,12,01,06,S,A,2,00000624,I-3,1,7,120126
914,120126A302,P.S. MARCAVALLE,12,01,06,S,A,3,00000625,I-2,1,7,120126
915,120126A303,P.S. RAQUINA,12,01,06,S,A,3,00000626,I-1,1,7,120126
916,120126A304,P.S. JATUN SUCLLA,12,01,06,S,A,3,00000627,I-1,1,7,120126
917,120126A305,P.S. DOS DE MAYO,12,01,06,S,A,3,00000628,I-1,1,7,120126
918,120127A301,P.S. QUICHUAY,12,01,02,S,A,3,00000665,I-2,1,7,120127
919,120128A301,P.S. QUILCAS,12,01,05,S,A,3,00000720,I-2,1,7,120128
920,120128A302,P.S. COLPAR,12,01,05,S,A,3,00000721,I-1,1,7,120128
921,120129A201,C.S. SAN AGUSTIN DE CAJAS,12,01,05,S,A,2,00000722,I-3,1,7,120129
922,120129A302,P.S. COILLOR,12,01,05,S,A,3,00000723,I-1,1,7,120129
923,120130A201,C.S. SAN JERONIMO DE TUNAN,12,01,05,S,A,2,00000724,I-3,1,7,120130
924,120132A301,P.S. SAN PEDRO DE SANO,12,01,05,S,A,3,00000725,I-2,1,7,120132
925,120133A201,C.S. SAPALLANGA,12,01,06,S,A,2,00000629,I-3,1,7,120133
15346,120133A202,CENTRO DE SALUD MENTAL COMUNITARIO SAPALLANGA,12,01,06,S,A,2,00034715,I-3,1,7,120133
926,120133A301,P.S. LA PUNTA,12,01,06,S,A,3,00000630,I-2,1,7,120133
927,120133A302,P.S. COCHARCAS,12,01,06,S,A,3,00000631,I-1,1,7,120133
928,120133A303,P.S. MILUCHACA,12,01,06,S,A,3,00000632,I-1,1,7,120133
929,120133A304,P.S. MIRAFLORES,12,01,06,S,A,3,00000633,I-1,1,7,120133
930,120133A305,P.S. HUAYLLASPANCA,12,01,06,S,A,3,00000634,I-2,1,7,120133
983,120134A201,C.S. SICAYA,12,01,05,S,A,2,00000726,I-3,1,7,120134
931,120135A201,C.S. SANTO DOMINGO DE ACOBAMBA,12,01,03,S,A,2,00000666,I-3,1,7,120135
932,120135A302,P.S. MATICHACRA,12,01,03,S,A,3,00000667,I-2,1,7,120135
933,120135A303,P.S. PAURAN ATICOCHA,12,01,03,S,A,3,00000668,I-1,1,7,120135
934,120135A304,P.S. PUMABAMBA,12,01,03,S,A,3,00000669,I-1,1,7,120135
935,120135A305,P.S. YUNCACHAQUICOCHA,12,01,03,S,A,3,00000744,I-2,1,7,120135
936,120135A306,P.S. SANTA ROSA DE ASTILLERIA,12,01,03,S,A,3,00000670,I-1,1,7,120135
937,120135A307,P.S. HUANCAMAYO,12,01,03,S,A,3,00007082,I-1,1,7,120135
4416,120135A308,P.S. LA NUEVA LIBERTAD DE PUNTO,12,01,03,S,A,3,00012468,I-1,1,7,120135
9459,120135A309,P.S. YANABAMBA,12,01,03,S,A,3,00023381,I-1,1,7,120135
9460,120135A310,P.S. POTRERO,12,01,03,S,A,3,00024428,I-1,1,7,120135
9461,120135A311,P.S. DURAZNOPATA,12,01,03,S,A,3,00024779,I-1,1,7,120135
9462,120135A312,P.S. ROSASPAMPA,12,01,03,S,A,3,00024780,I-1,1,7,120135
15995,120135A313,P.S. SAN BARTOLOME,12,01,03,S,A,3,00035336,I-1,1,7,120135
938,120136A201,C.S. VIQUEZ,12,01,06,S,A,3,00000635,I-2,1,7,120136
9754,120201A102,INST. REG. DE ENFERMEDADES NEOPLASICAS DEL CENTRO,12,12,01,S,A,1,00027857,II-E,1,7,120201
939,120201A201,C.S. DAVID GUERRERO DUARTE - CONCEPCION,12,01,02,S,A,2,00000671,I-4,1,7,120201
15322,120201A202,CENTRO DE SALUD MENTAL COMUNITARIO CONCEPCION,12,01,02,S,A,2,00030167,I-3,1,7,120201
4440,120201C202,CM CONCEPCION - ESSALUD,12,01,02,S,C,2,00008668,I-3,1,2,120201
984,120202A301,P.S. ACO,12,01,02,S,A,3,00000745,I-1,1,7,120202
985,120202A302,P.S. QUICHA CHICO,12,01,02,S,A,3,00000746,I-1,1,7,120202
986,120202A303,P.S. QUICHA GRANDE,12,01,02,S,A,3,00000747,I-1,1,7,120202
940,120203A201,C.S. ANDAMARCA,12,01,03,S,A,3,00000672,I-2,1,7,120203
941,120203A301,P.S. PUCACOCHA,12,01,03,S,A,3,00000673,I-2,1,7,120203
942,120203A303,P.S. SAN JUAN,12,01,03,N,A,3,00000675,S/C,2,7,120203
9455,120203A304,P.S. PUNCO,12,01,03,S,A,3,00019790,I-1,1,7,120203
9457,120203A305,P.S. HUANUCO,12,01,03,S,A,3,00019793,I-1,1,7,120203
987,120204A301,P.S. CHAMBARA,12,09,02,S,A,3,00000636,I-2,1,7,120204
988,120204A302,P.S. SANTA ROSA DE TISTES,12,09,02,S,A,3,00000637,I-1,1,7,120204
989,120204A303,P.S. SAN BLAS,12,09,02,S,A,3,00000638,I-1,1,7,120204
990,120204A304,P.S. ANGASMAYO,12,09,02,S,A,3,00000639,I-1,1,7,120204
943,120205A301,P.S. COCHAS,12,01,03,S,A,3,00000676,I-2,1,7,120205
944,120205A302,P.S. PILCOLLAMA,12,01,03,S,A,3,00000677,I-1,1,7,120205
9456,120205A303,P.S. ANDAS,12,01,03,S,A,3,00019792,I-1,1,7,120205
9458,120205A304,P.S. SAN FRANCISCO DE MACON,12,01,03,S,A,3,00019794,I-1,1,7,120205
945,120206A201,C.S. COMAS,12,01,03,S,A,2,00000678,I-3,1,7,120206
15328,120206A202,CENTRO DE SALUD MENTAL COMUNITARIO COMAS,12,01,03,S,A,2,.,I-3,1,7,120206
946,120206A301,P.S. CANCHAPALCA,12,01,03,S,A,3,00000679,I-2,1,7,120206
947,120206A302,P.S. RACRACALLA,12,01,03,S,A,3,00000680,I-2,1,7,120206
948,120206A303,P.S. POMAMANTA,12,01,03,S,A,3,00000681,I-1,1,7,120206
949,120206A304,P.S. TALHUIS,12,01,03,S,A,3,00000682,I-1,1,7,120206
950,120206A305,P.S. PUQUIAN,12,01,03,S,A,3,00000683,I-1,1,7,120206
951,120206A306,P.S. RUNATULLO,12,01,03,S,A,3,00000684,I-1,1,7,120206
952,120207A301,P.S. HEROINAS TOLEDO,12,01,02,S,A,3,00000685,I-1,1,7,120207
991,120208A201,C.S. MANZANARES,12,09,02,S,A,3,00000640,I-1,1,7,120208
953,120209A301,P.S. MARISCAL CASTILLA,12,01,03,S,A,3,00000686,I-2,1,7,120209
954,120210A201,C.S. MATAHUASI,12,01,02,S,A,2,00000687,I-3,1,7,120210
955,120210A301,P.S. MARAVILCA,12,01,02,S,A,3,00000688,I-1,1,7,120210
956,120210A302,P.S. YANAMUCLO,12,01,02,S,A,3,00000689,I-1,1,7,120210
992,120211A301,P.S. MITO,12,01,02,S,A,3,00000748,I-1,1,7,120211
993,120211A302,P.S. SAN LUIS YAICO,12,01,02,S,A,3,00000749,I-1,1,7,120211
994,120211A303,P.S. MATAHULO,12,01,02,S,A,3,00000750,I-1,1,7,120211
957,120212A301,P.S. NUEVE DE JULIO,12,01,02,S,A,3,00000690,I-1,1,7,120212
995,120213A201,C.S. ORCOTUNA,12,01,02,S,A,2,00000751,I-3,1,7,120213
996,120213A301,P.S. VICSO,12,01,02,S,A,3,00000752,I-1,1,7,120213
997,120214A201,C.S. SAN JOSE DE QUERO,12,09,03,S,A,2,00000641,I-3,1,7,120214
998,120214A301,P.S. CHAQUICOCHA,12,09,03,S,A,3,00000642,I-2,1,7,120214
999,120214A302,P.S. SAN ROQUE DE HUARMITA,12,09,03,S,A,3,00000643,I-1,1,7,120214
1000,120214A303,P.S. SANTA ROSA DE HUARMITA,12,09,03,S,A,3,00000644,I-1,1,7,120214
1001,120214A304,P.S. USIBAMBA,12,09,03,S,A,3,00000645,I-2,1,7,120214
1002,120214A305,P.S. SULCAN,12,09,03,S,A,3,00006738,I-1,1,7,120214
958,120215A301,C.S. SANTA ROSA DE OCOPA,12,01,02,S,A,2,00000691,I-3,1,7,120215
959,120215A302,P.S. HUANCHAR,12,01,02,S,A,3,00000692,I-1,1,7,120215
1097,120301A101,HOSP. REG. DOC. DE MEDICINA TROPICAL JULIO CESAR DEMARINI CARO,12,13,01,S,A,1,00000308,II-1,1,7,120301
15388,120301A201,C.S. LA MERCED,12,04,02,S,A,1,00033149,I-3,1,7,120301
1098,120301A301,P.S. VILLA DORADA,12,04,02,S,A,3,00000310,I-1,1,7,120301
1099,120301A302,P.S. VILLA PROGRESO,12,04,02,S,A,3,00000311,I-2,1,7,120301
1100,120301A303,P.S. PUEBLO PARDO,12,04,02,S,A,3,00000312,I-1,1,7,120301
1101,120301A304,P.S. PAMPA AMERICANA,12,04,01,S,A,3,00000313,S/C,2,7,120301
15394,120301A305,P.S RONDAYACU,12,04,06,S,A,3,00029301,I-1,1,7,120301
1102,120301C101,HOSP. I SELVA CENTRAL Y ENFERMEDADES TROPICALES - ESSALUD,12,04,02,S,C,1,00008656,II-1,1,2,120301
1103,120301D301,POSTA MEDICA PNP LA MERCED,12,04,02,S,D,3,00011913,I-2,2,5,120301
9713,120301D302,CENTRO MEDICO DEL BATALLON DE INGENIERIA DE CONSTRUCCION OLLANTAYTAMBO Nº 3,12,99,01,N,D,3,00018845,I-2,1,3,120301
1104,120302A201,C.S. VILLA PERENE,12,04,03,S,A,2,00000318,I-4,1,7,120302
1105,120302A301,P.S. BAJO MARANKIARI,12,04,03,S,A,3,00000319,I-1,1,7,120302
1106,120302A302,P.S. PUERTO YURINAKI,12,04,04,S,A,2,00000320,I-3,1,7,120302
1107,120302A303,P.S. ALTO YURINAKI,12,04,04,S,A,3,00000321,I-1,1,7,120302
1108,120302A304,P.S. LIBERTAD TOTERANI,12,04,03,S,A,3,00000322,I-1,1,7,120302
1109,120302A305,P.S. INCHATINGARI,12,04,05,S,A,3,00000323,I-1,1,7,120302
1110,120302A306,P.S. LOS ANGELES DE UBIRIKI,12,04,05,S,A,3,00000324,I-1,1,7,120302
1111,120302A307,P.S. CENTRO POBLADO MENOR LA FLORIDA,12,04,04,S,A,3,00000325,I-1,1,7,120302
1112,120302A308,P.S. SANTA ROSA DE RIO AMARILLO,12,04,04,S,A,3,00000326,I-1,1,7,120302
1113,120302A309,P.S. ALTO PUMPURIANI,12,04,04,S,A,3,00000327,I-1,1,7,120302
1114,120302A310,P.S. CHURINGAVENI,12,04,05,S,A,3,00000328,I-1,1,7,120302
1115,120302A311,P.S. HUACAMAYO,12,04,05,S,A,3,00000329,I-1,1,7,120302
1116,120302A312,P.S. SAN FERNANDO DE KIVINAKI,12,04,05,S,A,3,00000330,I-1,1,7,120302
1117,120302A313,P.S. LOS ANGELES TOTERANI,12,04,03,S,A,3,00000331,I-1,1,7,120302
1118,120302A314,P.S. ALTO SAN JUAN,12,04,04,S,A,3,00000332,I-1,1,7,120302
1119,120302A315,P.S. MIRISHARO,12,07,01,S,A,3,00000337,I-2,1,7,120302
1120,120302A316,P.S. CENTRO TOTERANI,12,04,03,S,A,3,00000333,I-1,1,7,120302
1121,120302A317,P.S. SAN CRISTOBAL,12,07,01,S,A,3,00000338,I-1,1,7,120302
1122,120302A318,P.S. SANTA ROSA DE CAMONASHARI,12,04,05,S,A,3,00000334,I-1,1,7,120302
1123,120302A319,P.S. SAN ANTONIO ALTO PICHANAKI,12,07,01,S,A,3,00000339,I-1,1,7,120302
1124,120302A320,P.S. ZONA PATRIA,12,04,03,S,A,3,00000335,I-1,1,7,120302
1125,120302A321,P.S. CIUDAD SATELITE,12,07,01,S,A,2,00006716,I-3,1,7,120302
1126,120302A322,P.S. JOSE OLAYA,12,04,04,S,A,3,00006737,I-1,1,7,120302
1127,120302A323,P.S. SANTA ROSA TOTERANI,12,04,03,S,A,3,00007319,I-1,1,7,120302
1020,120302A324,P.S. UNION PUCUSANI,12,04,05,S,A,3,00007362,I-1,1,7,120302
4429,120302A325,P.S. JOSE GALVEZ,12,04,04,S,A,3,00014384,I-1,1,7,120302
4430,120302A326,P.S. MARISCAL CACERES,12,04,03,S,A,3,00014385,I-1,1,7,120302
15996,120302A327,P.S. YANESHA,12,04,04,S,A,3,00035585,I-1,1,7,120302
15997,120302A328,P.S. VERDECOCHA,12,04,03,S,A,3,00035582,I-1,1,7,120302
15998,120302A329,P.S. LA ESPERANZA,12,04,03,S,A,3,00035583,I-1,1,7,120302
15999,120302A330,P.S. PAMPA TIGRE,12,04,03,S,A,3,00035584,I-1,1,7,120302
1128,120303A201,HOSP. DE APOYO PICHANAKI,12,07,00,S,A,1,00000340,II-1,1,7,120303
15448,120303A202,CENTRO DE SALUD MENTAL COMUNITARIO PICHANAKI,12,07,01,S,A,2,00027080,I-3,1,7,120303
1129,120303A301,P.S. IMPITATO CASCADA,12,07,02,S,A,3,00000341,I-2,1,7,120303
1130,120303A302,P.S. PRIMAVERA,12,07,02,S,A,3,00000342,I-2,1,7,120303
1131,120303A303,P.S. CENTRO CUYANI,12,07,04,S,A,2,00000343,I-3,1,7,120303
1132,120303A304,P.S. LAS PALMAS,12,07,02,S,A,2,00000344,I-3,1,7,120303
1133,120303A305,P.S. PAMPA CAMONA,12,07,02,S,A,3,00000345,I-2,1,7,120303
1134,120303A306,P.S. HUANTININI,12,07,03,S,A,3,00000346,I-2,1,7,120303
1135,120303A307,P.S. CONDADO PICHIKIARI,12,07,04,S,A,3,00000347,I-2,1,7,120303
1136,120303A308,P.S. SAN JUAN CENTRO AUTIKI,12,07,03,S,A,3,00000348,I-2,1,7,120303
1137,120303A309,P.S. COLONIA HUANCA,12,07,02,S,A,3,00007361,I-2,1,7,120303
1138,120303A313,P.S. BELEN ANAPIARI,12,07,03,S,A,3,00000349,I-2,1,7,120303
1139,120303A314,P.S. VALLE HERMOSO,12,07,04,S,A,3,00000350,I-2,1,7,120303
1140,120303A315,P.S. HUACHIRIKI,12,07,03,S,A,2,00000351,I-3,1,7,120303
1141,120303A316,P.S. UNION SHIMASHIRO,12,07,02,S,A,3,00000352,I-2,1,7,120303
1142,120303A317,P.S. ANDRES AVELINO CACERES,12,07,04,S,A,3,00000353,I-1,1,7,120303
1144,120303A318,P.S. SAN FRANCISCO CENTRO CUVIRIANI,12,07,03,S,A,3,00006711,I-2,1,7,120303
1143,120303A319,P.S. BARINETTI REAL,12,07,04,S,A,3,00006712,I-1,1,7,120303
1145,120303A320,P.S. 28 DE JULIO,12,07,03,S,A,3,00007371,I-2,1,7,120303
4419,120303A321,P.S. SAN JOSE DE ANAPIARI,12,07,03,S,A,3,00014383,I-2,1,7,120303
15442,120303A322,P.S. NUEVA ESPERANZA,12,07,02,S,A,3,00031681,I-1,1,7,120303
